date,country,confirmed_cases,active_cases,total_deaths,total_recoveries,new_cases,new_deaths,vaccination_rate
2021-12-28,USA,23860913,3751988,473953,19634972,57716,1507,45.22756013704823
2021-12-29,USA,23926803,3756810,475404,19694589,65890,1451,45.41019110655049
2021-12-30,USA,23992161,3772002,476355,19743804,65358,951,45.55183825487814
2021-12-31,USA,24063702,3785141,478358,19800203,71541,2003,45.63736883872431
2021-01-01,India,84026,8485,1347,74194,84026,1347,0.17767613912791563
2021-01-02,India,176146,30341,3680,142125,92120,2333,0.2912678610649109
2021-01-03,India,267412,51163,4871,211378,91266,1191,0.4716568047625688
2021-01-04,India,369607,72458,6257,290892,102195,1386,0.5561937300267493
2021-01-05,India,451431,82801,7412,361218,81824,1155,0.6447263071736066
2021-01-06,India,541402,102464,8566,430372,89971,1154,0.7842833447079604
2021-01-07,India,636337,118206,10798,507333,94935,2232,0.9011519818945447
2021-01-08,India,737067,137711,13020,586336,100730,2222,1.0869807007439958
2021-01-09,India,831370,157357,15420,658593,94303,2400,1.2337741763728534
2021-01-10,India,921486,175090,16982,729414,90116,1562,1.3763475438822004
2021-01-11,India,1029017,182961,19008,827048,107531,2026,1.5267879363022947
2021-01-12,India,1130960,196864,20580,913516,101943,1572,1.6788077259678125
2021-01-13,India,1230228,213857,22030,994341,99268,1450,1.7573564553906726
2021-01-14,India,1333082,217341,23805,1091936,102854,1775,1.874309308070319
2021-01-15,India,1435281,231467,25508,1178306,102199,1703,1.9376244171864843
2021-01-16,India,1541922,256239,28184,1257499,106641,2676,2.049046095137265
2021-01-17,India,1651120,264549,30199,1356372,109198,2015,2.099231597101176
2021-01-18,India,1747944,268816,31399,1447729,96824,1200,2.1522355504900497
2021-01-19,India,1855112,277724,34050,1543338,107168,2651,2.23878405789963
2021-01-20,India,1962666,287177,35678,1639811,107554,1628,2.418486986704661
2021-01-21,India,2075932,304294,38189,1733449,113266,2511,2.492382589797508
2021-01-22,India,2185490,325746,40119,1819625,109558,1930,2.578240889627098
2021-01-23,India,2293620,333693,42302,1917625,108130,2183,2.67019642039782
2021-01-24,India,2410867,349741,44821,2016305,117247,2519,2.778852834856546
2021-01-25,India,2524178,370216,47089,2106873,113311,2268,2.9098127276705377
2021-01-26,India,2648447,382519,49655,2216273,124269,2566,2.9810044350618634
2021-01-27,India,2771638,392508,51409,2327721,123191,1754,3.0793836317388257
2021-01-28,India,2893819,411894,54036,2427889,122181,2627,3.1764427854179402
2021-01-29,India,3013845,441070,56691,2516084,120026,2655,3.361182029511846
2021-01-30,India,3131451,448673,60108,2622670,117606,3417,3.511128062387102
2021-01-31,India,3257017,469770,61669,2725578,125566,1561,3.6370441956141146
2021-02-01,India,3378060,499301,64759,2814000,121043,3090,3.776187808198381
2021-02-02,India,3499932,505669,68260,2926003,121872,3501,3.86785070176077
2021-02-03,India,3622980,528568,70388,3024024,123048,2128,4.002516865362603
2021-02-04,India,3745170,557067,72078,3116025,122190,1690,4.125207103415432
2021-02-05,India,3872237,579491,74104,3218642,127067,2026,4.2008068171979325
2021-02-06,India,4003394,591668,75611,3336115,131157,1507,4.2906149285761614
2021-02-07,India,4130821,606876,78460,3445485,127427,2849,4.374949119303153
2021-02-08,India,4251245,634592,80224,3536429,120424,1764,4.451012008652497
2021-02-09,India,4381337,644674,83409,3653254,130092,3185,4.561731773015277
2021-02-10,India,4509057,668733,86356,3753968,127720,2947,4.6905574663105725
2021-02-11,India,4628271,673657,88471,3866143,119214,2115,4.777844504967814
2021-02-12,India,4753850,696599,90062,3967189,125579,1591,4.9463951653468365
2021-02-13,India,4888656,714323,91921,4082412,134806,1859,5.044920224583557
2021-02-14,India,5018742,729413,95392,4193937,130086,3471,5.124748666249852
2021-02-15,India,5137924,747559,98123,4292242,119182,2731,5.214651557950659
2021-02-16,India,5260190,778764,99710,4381716,122266,1587,5.394350616771722
2021-02-17,India,5389836,794357,103108,4492371,129646,3398,5.573285401518763
2021-02-18,India,5509486,799515,105243,4604728,119650,2135,5.643257152145478
2021-02-19,India,5636592,808277,108910,4719405,127106,3667,5.704719681061185
2021-02-20,India,5758346,814589,110807,4832950,121754,1897,5.792678445981303
2021-02-21,India,5886403,838089,113356,4934958,128057,2549,5.910197110844267
2021-02-22,India,6013724,846125,115207,5052392,127321,1851,6.027790059353731
2021-02-23,India,6137963,880855,116568,5140540,124239,1361,6.189721147976007
2021-02-24,India,6263214,890411,119471,5253332,125251,2903,6.255526278068928
2021-02-25,India,6386736,911011,121663,5354062,123522,2192,6.454264539399468
2021-02-26,India,6506966,915221,125199,5466546,120230,3536,6.62184094091462
2021-02-27,India,6623949,923572,127654,5572723,116983,2455,6.68214786579236
2021-02-28,India,6736801,953011,129740,5654050,112852,2086,6.809346503778387
2021-03-01,India,6858752,958066,131515,5769171,121951,1775,6.959449063485351
2021-03-02,India,6980352,985541,132756,5862055,121600,1241,7.048556058473339
2021-03-03,India,7104781,1016929,134802,5953050,124429,2046,7.169706474959271
2021-03-04,India,7223341,1036637,136257,6050447,118560,1455,7.357751052142182
2021-03-05,India,7353149,1072457,137961,6142731,129808,1704,7.424372246469153
2021-03-06,India,7472369,1102773,140580,6229016,119220,2619,7.530771179960349
2021-03-07,India,7577739,1125774,141978,6309987,105370,1398,7.720018809887636
2021-03-08,India,7697856,1144089,144803,6408964,120117,2825,7.77192604338567
2021-03-09,India,7815842,1161650,146592,6507600,117986,1789,7.917336657945143
2021-03-10,India,7927271,1166218,148198,6612855,111429,1606,8.079565443841993
2021-03-11,India,8032973,1188301,149368,6695304,105702,1170,8.242543544229003
2021-03-12,India,8145220,1205108,151095,6789017,112247,1727,8.401735620738615
2021-03-13,India,8256783,1210339,152415,6894029,111563,1320,8.524994740248356
2021-03-14,India,8362166,1231563,153786,6976817,105383,1371,8.637007207642645
2021-03-15,India,8473793,1259613,156268,7057912,111627,2482,8.709742613380795
2021-03-16,India,8584449,1275529,157582,7151338,110656,1314,8.891313379607507
2021-03-17,India,8683640,1283059,159680,7240901,99191,2098,9.052570188834446
2021-03-18,India,8786367,1303903,162518,7319946,102727,2838,9.131663268924612
2021-03-19,India,8890665,1314146,164209,7412310,104298,1691,9.303931026596667
2021-03-20,India,8996043,1325289,166558,7504196,105378,2349,9.410220012263066
2021-03-21,India,9104200,1332109,169474,7602617,108157,2916,9.585122082665123
2021-03-22,India,9215939,1343551,170616,7701772,111739,1142,9.748923541181775
2021-03-23,India,9318817,1359558,173377,7785882,102878,2761,9.874231073205042
2021-03-24,India,9418602,1378634,174623,7865345,99785,1246,10.02073585019181
2021-03-25,India,9509683,1389700,175784,7944199,91081,1161,10.071017832720546
2021-03-26,India,9606101,1416617,177092,8012392,96418,1308,10.146050600398777
2021-03-27,India,9695661,1422295,178708,8094658,89560,1616,10.2725670572736
2021-03-28,India,9779970,1443331,180770,8155869,84309,2062,10.356382870593153
2021-03-29,India,9867527,1454752,182497,8230278,87557,1727,10.496704717201025
2021-03-30,India,9955418,1473123,183416,8298879,87891,919,10.642178314858398
2021-03-31,India,10043585,1475733,185612,8382240,88167,2196,10.72365461408686
2021-04-01,India,10123942,1487259,187741,8448942,80357,2129,10.829674003508485
2021-04-02,India,10208745,1503578,188989,8516178,84803,1248,10.88905533754309
2021-04-03,India,10287401,1510054,191036,8586311,78656,2047,11.049097712049436
2021-04-04,India,10363114,1521655,192758,8648701,75713,1722,11.125835582085132
2021-04-05,India,10439085,1523822,194559,8720704,75971,1801,11.287918520246437
2021-04-06,India,10517842,1541865,196889,8779088,78757,2330,11.442956314163116
2021-04-07,India,10586773,1550942,198385,8837446,68931,1496,11.597606908291127
2021-04-08,India,10658256,1562419,199759,8896078,71483,1374,11.71288396817943
2021-04-09,India,10724749,1568720,201670,8954359,66493,1911,11.857559565072936
2021-04-10,India,10796857,1588589,202401,9005867,72108,731,11.94134312041321
2021-04-11,India,10867821,1601907,203297,9062617,70964,896,12.129736579126378
2021-04-12,India,10935101,1620288,204350,9110463,67280,1053,12.185179722518404
2021-04-13,India,11002545,1634829,205396,9162320,67444,1046,12.353248712908645
2021-04-14,India,11068428,1639457,206619,9222352,65883,1223,12.443469565922971
2021-04-15,India,11134570,1644326,207487,9282757,66142,868,12.50044465388898
2021-04-16,India,11203475,1658403,208652,9336420,68905,1165,12.666223312816223
2021-04-17,India,11276028,1675025,209502,9391501,72553,850,12.826090622591936
2021-04-18,India,11331873,1684743,211045,9436085,55845,1543,13.000270878890262
2021-04-19,India,11392524,1691909,212607,9488008,60651,1562,13.124443048584526
2021-04-20,India,11447125,1703161,213522,9530442,54601,915,13.316498446745335
2021-04-21,India,11507828,1716814,215303,9575711,60703,1781,13.36980372078996
2021-04-22,India,11561330,1723090,215933,9622307,53502,630,13.501569550029066
2021-04-23,India,11624938,1736674,217816,9670448,63608,1883,13.612166231478048
2021-04-24,India,11686549,1744425,219108,9723016,61611,1292,13.696088289216538
2021-04-25,India,11741009,1753461,220575,9766973,54460,1467,13.767232233344803
2021-04-26,India,11787827,1756859,221134,9809834,46818,559,13.886256573018068
2021-04-27,India,11842583,1767940,222502,9852141,54756,1368,14.054302093255718
2021-04-28,India,11891680,1771473,223953,9896254,49097,1451,14.17889048280292
2021-04-29,India,11937360,1774451,224720,9938189,45680,767,14.310617646665598
2021-04-30,India,11990277,1788108,225268,9976901,52917,548,14.45956205162481
2021-05-01,India,12042487,1799747,225958,10016782,52210,690,14.65155774475475
2021-05-02,India,12097834,1807536,227129,10063169,55347,1171,14.715680531273605
2021-05-03,India,12146481,1817876,227949,10100656,48647,820,14.824289786115648
2021-05-04,India,12189993,1825779,228777,10135437,43512,828,14.888300981911941
2021-05-05,India,12241537,1837752,229747,10174038,51544,970,14.966309476277898
2021-05-06,India,12285203,1846737,230845,10207621,43666,1098,15.063161841560724
2021-05-07,India,12326003,1856048,231777,10238178,40800,932,15.247705531124254
2021-05-08,India,12356194,1863215,232415,10260564,30191,638,15.38972650192013
2021-05-09,India,12405087,1866074,233258,10305755,48893,843,15.465054632921783
2021-05-10,India,12461019,1877173,233854,10349992,55932,596,15.624949918126907
2021-05-11,India,12504832,1885731,235010,10384091,43813,1156,15.79473890898432
2021-05-12,India,12549164,1887350,235736,10426078,44332,726,15.917542756458303
2021-05-13,India,12588866,1891569,236230,10461067,39702,494,16.015994436216236
2021-05-14,India,12626803,1901168,237130,10488505,37937,900,16.070399060081595
2021-05-15,India,12670749,1910886,238292,10521571,43946,1162,16.17725312901446
2021-05-16,India,12715228,1915241,238835,10561152,44479,543,16.375462964012375
2021-05-17,India,12756092,1919698,239980,10596414,40864,1145,16.472572083261284
2021-05-18,India,12801848,1926153,241242,10634453,45756,1262,16.559223074379254
2021-05-19,India,12841167,1936610,241724,10662833,39319,482,16.71708469148233
2021-05-20,India,12887737,1947201,242878,10697658,46570,1154,16.859151304304685
2021-05-21,India,12929357,1952903,243656,10732798,41620,778,17.01986167280546
2021-05-22,India,12974197,1965331,244332,10764534,44840,676,17.180755883080177
2021-05-23,India,13019082,1974719,244876,10799487,44885,544,17.23132845319883
2021-05-24,India,13057766,1975841,245769,10836156,38684,893,17.292229083940335
2021-05-25,India,13103961,1985236,246302,10872423,46195,533,17.472187061078035
2021-05-26,India,13145084,1989261,246769,10909054,41123,467,17.583433012491952
2021-05-27,India,13183591,1991146,247738,10944707,38507,969,17.668347484557145
2021-05-28,India,13230090,2003816,249016,10977258,46499,1278,17.743709645110545
2021-05-29,India,13279474,2013068,249894,11016512,49384,878,17.827719202549073
2021-05-30,India,13320975,2016437,250651,11053887,41501,757,17.949579712014575
2021-05-31,India,13366372,2024804,251121,11090447,45397,470,18.0036559644282
2021-06-01,India,13416690,2026202,252468,11138020,50318,1347,18.146857639016233
2021-06-02,India,13469468,2032629,253586,11183253,52778,1118,18.276759022030465
2021-06-03,India,13514724,2044196,254236,11216292,45256,650,18.337010162360304
2021-06-04,India,13575145,2060704,255158,11259283,60421,922,18.472085779348212
2021-06-05,India,13630125,2073456,255789,11300880,54980,631,18.631622701411736
2021-06-06,India,13679096,2086282,256865,11335949,48971,1076,18.813208619986067
2021-06-07,India,13729989,2088112,257720,11384157,50893,855,18.95713504572504
2021-06-08,India,13787620,2092138,258908,11436574,57631,1188,19.049928596478637
2021-06-09,India,13834166,2098231,260108,11475827,46546,1200,19.19875235699965
2021-06-10,India,13887415,2110474,260909,11516032,53249,801,19.32200855134709
2021-06-11,India,13945136,2114643,261523,11568970,57721,614,19.381711585374358
2021-06-12,India,14011612,2132233,263458,11615921,66476,1935,19.535879153793964
2021-06-13,India,14065089,2145174,264357,11655558,53477,899,19.611466440527526
2021-06-14,India,14124797,2154712,266086,11703999,59708,1729,19.77978678011333
2021-06-15,India,14193269,2170380,266951,11755938,68472,865,19.947799330386495
2021-06-16,India,14261512,2184365,268958,11808189,68243,2007,20.03853464509915
2021-06-17,India,14327235,2196386,269968,11860881,65723,1010,20.222256647442677
2021-06-18,India,14392375,2214626,270623,11907126,65140,655,20.36286739900336
2021-06-19,India,14457942,2225642,271894,11960406,65567,1271,20.483813100917686
2021-06-20,India,14527334,2236754,273451,12017129,69392,1557,20.600933322116056
2021-06-21,India,14608970,2242120,275144,12091706,81636,1693,20.658357850140106
2021-06-22,India,14676032,2246302,276932,12152798,67062,1788,20.75109405336975
2021-06-23,India,14736065,2257495,277794,12200776,60033,862,20.80775221919538
2021-06-24,India,14802207,2262806,278822,12260579,66142,1028,20.900436564459813
2021-06-25,India,14877620,2272513,280903,12324204,75413,2081,20.954886797919524
2021-06-26,India,14960443,2294485,282850,12383108,82823,1947,21.072476350766994
2021-06-27,India,15045441,2303379,285199,12456863,84998,2349,21.16120233889567
2021-06-28,India,15120924,2318652,286972,12515300,75483,1773,21.31896672336848
2021-06-29,India,15205446,2324679,287885,12592882,84522,913,21.407470857614985
2021-06-30,India,15290034,2331160,289856,12669018,84588,1971,21.55687053457389
2021-07-01,India,15374360,2335708,291626,12747026,84326,1770,21.66750649402052
2021-07-02,India,15455073,2343467,292951,12818655,80713,1325,21.779407792933032
2021-07-03,India,15547977,2354854,295530,12897593,92904,2579,21.90473083442733
2021-07-04,India,15642309,2379220,296735,12966354,94332,1205,21.977879069219792
2021-07-05,India,15733704,2392261,299003,13042440,91395,2268,22.152231729101615
2021-07-06,India,15818900,2397815,301543,13119542,85196,2540,22.30646408515301
2021-07-07,India,15898634,2412844,302474,13183316,79734,931,22.49298428067033
2021-07-08,India,15999837,2435092,305121,13259624,101203,2647,22.612975448374915
2021-07-09,India,16099895,2461360,306929,13331606,100058,1808,22.744355603654753
2021-07-10,India,16194430,2473196,309503,13411731,94535,2574,22.828297469886888
2021-07-11,India,16287375,2481430,311509,13494436,92945,2006,22.893128512532982
2021-07-12,India,16375547,2505161,313959,13556427,88172,2450,22.99863636273412
2021-07-13,India,16475453,2520304,316008,13639141,99906,2049,23.073480614788362
2021-07-14,India,16575347,2546865,318297,13710185,99894,2289,23.237766637808225
2021-07-15,India,16677502,2565757,320375,13791370,102155,2078,23.288773196353834
2021-07-16,India,16783864,2574730,322259,13886875,106362,1884,23.428171522681357
2021-07-17,India,16895443,2590182,324669,13980592,111579,2410,23.49396040046091
2021-07-18,India,17002700,2594864,326100,14081736,107257,1431,23.578233412474127
2021-07-19,India,17110748,2623224,327473,14160051,108048,1373,23.659563023079986
2021-07-20,India,17221925,2641898,330642,14249385,111177,3169,23.768878163278924
2021-07-21,India,17327970,2668169,332737,14327064,106045,2095,23.944200198736272
2021-07-22,India,17437104,2688785,334636,14413683,109134,1899,24.065301163008744
2021-07-23,India,17550170,2717849,336999,14495322,113066,2363,24.206332764245282
2021-07-24,India,17663589,2749520,338477,14575592,113419,1478,24.40194408729687
2021-07-25,India,17791260,2778235,340183,14672842,127671,1706,24.577726469532294
2021-07-26,India,17897719,2786346,342005,14769368,106459,1822,24.73407852817535
2021-07-27,India,18014302,2811726,344750,14857826,116583,2745,24.90868180475336
2021-07-28,India,18125027,2838057,347063,14939907,110725,2313,25.04612946867805
2021-07-29,India,18240619,2848543,350027,15042049,115592,2964,25.141202876518115
2021-07-30,India,18362471,2858945,352039,15151487,121852,2012,25.260419703301213
2021-07-31,India,18478813,2870025,355186,15253602,116342,3147,25.44646112462644
2021-08-01,India,18601640,2887111,356739,15357790,122827,1553,25.586329212382488
2021-08-02,India,18719917,2899268,358011,15462638,118277,1272,25.718727584292964
2021-08-03,India,18831333,2912490,359253,15559590,111416,1242,25.838744895877642
2021-08-04,India,18953941,2924687,360708,15668546,122608,1455,25.962534560893502
2021-08-05,India,19080288,2945042,362735,15772511,126347,2027,26.09090118270432
2021-08-06,India,19194810,2950563,365267,15878980,114522,2532,26.19524139576911
2021-08-07,India,19328559,2957502,368545,16002512,133749,3278,26.3136382871331
2021-08-08,India,19463601,2967837,371492,16124272,135042,2947,26.435110794699842
2021-08-09,India,19582625,2998214,375053,16209358,119024,3561,26.485585971986946
2021-08-10,India,19700895,3022722,376804,16301369,118270,1751,26.573993106752688
2021-08-11,India,19831183,3028781,378187,16424215,130288,1383,26.657104930020605
2021-08-12,India,19961312,3063107,381906,16516299,130129,3719,26.837912180787654
2021-08-13,India,20091139,3078858,384573,16627708,129827,2667,26.98458272235581
2021-08-14,India,20214510,3096525,387615,16730370,123371,3042,27.153591824501614
2021-08-15,India,20345674,3125385,391525,16828764,131164,3910,27.352789120735615
2021-08-16,India,20471180,3158028,394368,16918784,125506,2843,27.40363899291505
2021-08-17,India,20595503,3166206,397941,17031356,124323,3573,27.575016468585904
2021-08-18,India,20723286,3190248,399485,17133553,127783,1544,27.7334888915556
2021-08-19,India,20852561,3204798,401502,17246261,129275,2017,27.78716365879575
2021-08-20,India,20980664,3221849,404402,17354413,128103,2900,27.941827100206762
2021-08-21,India,21096919,3252616,405578,17438725,116255,1176,28.122168738048632
2021-08-22,India,21218607,3278488,408844,17531275,121688,3266,28.243907720677917
2021-08-23,India,21345240,3292364,410478,17642398,126633,1634,28.393935883830057
2021-08-24,India,21471962,3318830,412762,17740370,126722,2284,28.466785322249738
2021-08-25,India,21594444,3353025,414638,17826781,122482,1876,28.604273946118155
2021-08-26,India,21719023,3387559,416430,17915034,124579,1792,28.686468157106976
2021-08-27,India,21848249,3399420,418797,18030032,129226,2367,28.764644584987643
2021-08-28,India,21974299,3408946,421201,18144152,126050,2404,28.89784318719291
2021-08-29,India,22098391,3427025,424023,18247343,124092,2822,29.01731909470561
2021-08-30,India,22215975,3443885,425880,18346210,117584,1857,29.08531214865919
2021-08-31,India,22331536,3454460,429154,18447922,115561,3274,29.195528993296172
2021-09-01,India,22454318,3477048,431048,18546222,122782,1894,29.260941231164036
2021-09-02,India,22577606,3488202,432747,18656657,123288,1699,29.41819703899164
2021-09-03,India,22700442,3508052,435408,18756982,122836,2661,29.519252650937503
2021-09-04,India,22819044,3537765,438824,18842455,118602,3416,29.708885756746625
2021-09-05,India,22934857,3544954,441290,18948613,115813,2466,29.844657131287697
2021-09-06,India,23051331,3549160,444568,19057603,116474,3278,29.958014809615342
2021-09-07,India,23169103,3578309,447335,19143459,117772,2767,30.014358571998745
2021-09-08,India,23282002,3583522,449738,19248742,112899,2403,30.19099587735962
2021-09-09,India,23390494,3590688,451374,19348432,108492,1636,30.268416962858154
2021-09-10,India,23504174,3619340,453143,19431691,113680,1769,30.419833197570316
2021-09-11,India,23625897,3649018,456793,19520086,121723,3650,30.544618817496172
2021-09-12,India,23733222,3656086,458692,19618444,107325,1899,30.66601397714792
2021-09-13,India,23842868,3686115,461478,19695275,109646,2786,30.844857479961014
2021-09-14,India,23945704,3701363,462888,19781453,102836,1410,30.95722710506413
2021-09-15,India,24047328,3710508,465672,19871148,101624,2784,31.10438408072357
2021-09-16,India,24158940,3720060,468565,19970315,111612,2893,31.159774881961802
2021-09-17,India,24265555,3731065,469899,20064591,106615,1334,31.3559636536621
2021-09-18,India,24366683,3743041,471015,20152627,101128,1116,31.476186774857258
2021-09-19,India,24463273,3754867,472063,20236343,96590,1048,31.649683189330364
2021-09-20,India,24563335,3768718,474628,20319989,100062,2565,31.714663212500792
2021-09-21,India,24655855,3774474,477239,20404142,92520,2611,31.8710706575639
2021-09-22,India,24756355,3800923,480151,20475281,100500,2912,32.03150072132301
2021-09-23,India,24854819,3811111,481660,20562048,98464,1509,32.21314777427063
2021-09-24,India,24947207,3828643,482660,20635904,92388,1000,32.37749412907392
2021-09-25,India,25031078,3849840,483867,20697371,83871,1207,32.55606356305237
2021-09-26,India,25120363,3873001,485787,20761575,89285,1920,32.66345061158796
2021-09-27,India,25204226,3889629,487356,20827241,83863,1569,32.76472116741179
2021-09-28,India,25289943,3908436,489480,20892027,85717,2124,32.911000161240096
2021-09-29,India,25385413,3921769,491700,20971944,95470,2220,33.092888428467056
2021-09-30,India,25479770,3934956,493918,21050896,94357,2218,33.267352896510204
2021-10-01,India,25555730,3953778,494992,21106960,75960,1074,33.45227117839212
2021-10-02,India,25641949,3957353,497078,21187518,86219,2086,33.59276494924936
2021-10-03,India,25719244,3967481,498889,21252874,77295,1811,33.7912962832875
2021-10-04,India,25798419,3979559,500059,21318801,79175,1170,33.938939883555214
2021-10-05,India,25880573,3997898,502157,21380518,82154,2098,34.09778396359638
2021-10-06,India,25967006,4002531,504092,21460383,86433,1935,34.27486312945142
2021-10-07,India,26036427,4012150,506149,21518128,69421,2057,34.46082627403858
2021-10-08,India,26105427,4020846,507065,21577516,69000,916,34.63230530214267
2021-10-09,India,26176971,4030920,508817,21637234,71544,1752,34.69139964105264
2021-10-10,India,26249973,4038489,510554,21700930,73002,1737,34.88099066177962
2021-10-11,India,26311671,4049917,511225,21750529,61698,671,34.976278166791246
2021-10-12,India,26379796,4062603,512943,21804250,68125,1718,35.16863884623847
2021-10-13,India,26447207,4068078,514869,21864260,67411,1926,35.30066779238474
2021-10-14,India,26514828,4079692,515789,21919347,67621,920,35.434798961889136
2021-10-15,India,26578814,4086313,517577,21974924,63986,1788,35.505348821347184
2021-10-16,India,26647440,4095805,519628,22032007,68626,2051,35.614127565808545
2021-10-17,India,26705402,4104657,520945,22079800,57962,1317,35.72512867630833
2021-10-18,India,26767508,4113372,522749,22131387,62106,1804,35.80799629822882
2021-10-19,India,26830996,4128165,523607,22179224,63488,858,35.85995073339239
2021-10-20,India,26888809,4132928,524201,22231680,57813,594,36.01976912441883
2021-10-21,India,26952705,4135732,525345,22291628,63896,1144,36.21482702663273
2021-10-22,India,27003727,4139232,526256,22338239,51022,911,36.380790382887355
2021-10-23,India,27053376,4143478,527207,22382691,49649,951,36.57481555059667
2021-10-24,India,27103537,4146535,528474,22428528,50161,1267,36.71527519652224
2021-10-25,India,27158775,4154516,529442,22474817,55238,968,36.885988164820695
2021-10-26,India,27213475,4159279,530039,22524157,54700,597,36.962671383428045
2021-10-27,India,27271466,4172239,530913,22568314,57991,874,37.073086043197385
2021-10-28,India,27321973,4185978,532321,22603674,50507,1408,37.25829350769367
2021-10-29,India,27371278,4193836,533319,22644123,49305,998,37.403610054542604
2021-10-30,India,27422901,4208293,533928,22680680,51623,609,37.46226549380499
2021-10-31,India,27462172,4209450,534809,22717913,39271,881,37.57021396976646
2021-11-01,India,27507145,4217305,535774,22754066,44973,965,37.74730471992474
2021-11-02,India,27556001,4219570,536486,22799945,48856,712,37.81953140915923
2021-11-03,India,27605088,4230379,537644,22837065,49087,1158,37.934238506475346
2021-11-04,India,27652770,4239910,538528,22874332,47682,884,38.11018745483167
2021-11-05,India,27705975,4249466,539213,22917296,53205,685,38.29575109059794
2021-11-06,India,27748607,4252407,540289,22955911,42632,1076,38.479084204198486
2021-11-07,India,27797899,4263647,541318,22992934,49292,1029,38.56738056567408
2021-11-08,India,27845018,4269789,541820,23033409,47119,502,38.672033701438316
2021-11-09,India,27879942,4272033,542375,23065534,34924,555,38.79103406077544
2021-11-10,India,27919436,4277744,543421,23098271,39494,1046,38.91052810876636
2021-11-11,India,27968020,4288268,543950,23135802,48584,529,39.10017960439915
2021-11-12,India,28015110,4294474,544921,23175715,47090,971,39.15937924774565
2021-11-13,India,28046254,4297650,545458,23203146,31144,537,39.23946328540659
2021-11-14,India,28093317,4309002,545977,23238338,47063,519,39.33597596615801
2021-11-15,India,28134549,4313753,546992,23273804,41232,1015,39.44836755184529
2021-11-16,India,28179555,4316795,548248,23314512,45006,1256,39.53628959275867
2021-11-17,India,28228646,4329227,549005,23350414,49091,757,39.63683430161629
2021-11-18,India,28274385,4340286,549958,23384141,45739,953,39.74393775379042
2021-11-19,India,28312997,4343887,550664,23418446,38612,706,39.7970384591242
2021-11-20,India,28356236,4349402,551328,23455506,43239,664,39.919318581015396
2021-11-21,India,28390316,4350952,551915,23487449,34080,587,40.064142505893365
2021-11-22,India,28434306,4355232,553041,23526033,43990,1126,40.13995589028765
2021-11-23,India,28472491,4361280,554165,23557046,38185,1124,40.213809640848694
2021-11-24,India,28514999,4364464,554696,23595839,42508,531,40.31550025351583
2021-11-25,India,28560429,4377022,555178,23628229,45430,482,40.386825820521416
2021-11-26,India,28608461,4389374,555809,23663278,48032,631,40.55153369174286
2021-11-27,India,28648255,4396050,556741,23695464,39794,932,40.68393015746488
2021-11-28,India,28693291,4404295,557647,23731349,45036,906,40.8699159890657
2021-11-29,India,28730048,4407756,558026,23764266,36757,379,40.938573413751904
2021-11-30,India,28779737,4420118,559360,23800259,49689,1334,41.07242050886687
2021-12-01,India,28833955,4425727,560445,23847783,54218,1085,41.20256409165092
2021-12-02,India,28871032,4431781,561044,23878207,37077,599,41.27033794546618
2021-12-03,India,28927327,4436971,562689,23927667,56295,1645,41.46320801296936
2021-12-04,India,28979822,4442459,564063,23973300,52495,1374,41.60696239088214
2021-12-05,India,29029585,4446420,564875,24018290,49763,812,41.7321897101041
2021-12-06,India,29080762,4449421,566344,24064997,51177,1469,41.92947556481558
2021-12-07,India,29131574,4460375,567490,24103709,50812,1146,42.00389782226711
2021-12-08,India,29179603,4462682,568365,24148556,48029,875,42.11847885369319
2021-12-09,India,29232627,4469102,569826,24193699,53024,1461,42.2055485868924
2021-12-10,India,29285525,4475131,570707,24239687,52898,881,42.26636525083181
2021-12-11,India,29341727,4485841,571499,24284387,56202,792,42.4636726813842
2021-12-12,India,29403733,4491573,572263,24339897,62006,764,42.631463003111605
2021-12-13,India,29467673,4493517,573671,24400485,63940,1408,42.73025108900029
2021-12-14,India,29528394,4508375,575464,24444555,60721,1793,42.86241879315779
2021-12-15,India,29589135,4516366,577260,24495509,60741,1796,42.94089108860361
2021-12-16,India,29645725,4531142,578414,24536169,56590,1154,43.08171348898577
2021-12-17,India,29712192,4537433,579765,24594994,66467,1351,43.22631855965959
2021-12-18,India,29787439,4547839,580734,24658866,75247,969,43.302135150083004
2021-12-19,India,29857089,4565560,582719,24708810,69650,1985,43.416691362536625
2021-12-20,India,29923623,4575529,583506,24764588,66534,787,43.56293614886073
2021-12-21,India,30002869,4590001,585413,24827455,79246,1907,43.69748514451504
2021-12-22,India,30083876,4601901,587168,24894807,81007,1755,43.78491379954078
2021-12-23,India,30153733,4619117,587869,24946747,69857,701,43.852473705754406
2021-12-24,India,30238558,4623442,589078,25026038,84825,1209,43.90347602513799
2021-12-25,India,30309130,4631789,590873,25086468,70572,1795,44.00950924529514
2021-12-26,India,30386722,4635531,592247,25158944,77592,1374,44.14080775652861
2021-12-27,India,30462529,4651913,594429,25216187,75807,2182,44.29966664308323
2021-12-28,India,30549400,4662292,595670,25291438,86871,1241,44.42437270204176
2021-12-29,India,30634079,4678669,597774,25357636,84679,2104,44.60788125586154
2021-12-30,India,30718019,4692952,599474,25425593,83940,1700,44.80732059884028
2021-12-31,India,30803587,4705677,600721,25497189,85568,1247,44.957921927647625
2021-01-01,Brazil,52431,3495,733,48203,52431,733,0.16080847260898495
