customer_id,age,income,spending_score,website_version,purchase,loan_default,churn
2273,41,36116,5,B,0,0,1
2274,33,71052,98,B,0,0,0
2275,43,71369,97,A,0,0,0
2276,44,68817,54,B,0,0,0
2277,54,103203,61,A,0,0,0
2278,21,94311,16,A,0,0,0
2279,41,49655,67,A,1,0,0
2280,36,77802,59,B,0,0,1
2281,53,67632,47,A,0,0,0
2282,56,34193,48,B,0,0,0
2283,27,100212,64,B,0,0,0
2284,42,50776,50,B,0,0,0
2285,35,63225,85,A,0,0,0
2286,36,80010,41,A,0,0,0
2287,53,102735,72,B,0,0,0
2288,27,85451,22,B,0,0,0
2289,50,68812,54,B,0,1,0
2290,22,100602,5,B,0,0,1
2291,64,38895,17,A,0,0,0
2292,52,85782,78,A,0,0,0
2293,61,41209,41,A,0,1,1
2294,51,102336,92,A,0,0,0
2295,50,81807,95,A,0,0,0
2296,38,43086,81,B,0,0,0
2297,34,105637,35,B,0,0,0
2298,39,102027,40,A,0,1,0
2299,54,47207,22,B,0,0,0
2300,32,40897,48,A,0,0,0
2301,52,83083,53,B,1,0,0
2302,45,115028,93,B,1,0,0
2303,24,86957,10,B,0,1,1
2304,49,117551,18,A,0,0,1
2305,28,98506,99,A,0,0,0
2306,27,27283,80,A,0,0,0
2307,26,114024,49,B,0,0,0
2308,31,101481,71,B,0,0,0
2309,30,20255,30,B,0,0,0
2310,42,96555,19,B,0,0,0
2311,19,35487,55,B,0,0,1
2312,52,39346,60,A,0,0,0
2313,24,55050,87,A,0,0,0
2314,38,28744,72,B,0,0,0
2315,35,44756,81,A,0,0,0
2316,20,81596,21,B,0,0,0
2317,59,103397,26,B,0,0,1
2318,56,45146,28,A,0,1,0
2319,58,75032,39,B,0,1,1
2320,28,62687,33,A,0,0,0
2321,56,66103,40,A,0,0,0
2322,41,41976,83,A,0,0,1
2323,63,82863,29,B,0,0,0
2324,36,20591,20,A,0,0,0
2325,21,26277,20,B,0,0,1
2326,43,81860,74,B,0,0,0
2327,55,22260,12,B,0,0,0
2328,59,85883,97,B,0,0,0
2329,49,44741,25,B,0,0,0
2330,56,57211,25,B,0,0,0
2331,62,61542,4,B,0,0,0
2332,63,26869,4,B,0,0,0
2333,53,113618,9,A,0,0,0
2334,57,107616,15,A,0,0,0
2335,54,84732,26,B,0,1,0
2336,50,114515,79,B,1,0,0
2337,53,39422,90,A,0,1,0
2338,20,55613,92,A,0,0,0
2339,26,77016,71,A,0,0,0
2340,25,80110,32,A,0,0,1
2341,50,108529,76,A,0,0,0
2342,23,97922,99,A,0,0,0
2343,58,54033,52,B,0,0,0
2344,56,65213,32,A,0,0,0
2345,21,81993,9,A,0,0,0
2346,30,32938,78,A,0,0,1
2347,19,96695,13,A,0,0,0
2348,22,22274,56,B,1,0,0
2349,61,104390,44,B,0,0,0
2350,44,51815,97,B,0,0,1
2351,49,96018,96,B,0,0,0
2352,38,38961,83,B,0,0,0
2353,25,40044,30,B,0,0,1
2354,55,119372,16,B,0,0,0
2355,25,41975,12,B,1,0,0
2356,20,34706,74,A,0,1,0
2357,61,25974,66,A,0,0,1
2358,20,96464,18,B,0,1,0
2359,39,41213,13,B,0,0,0
2360,23,21950,93,B,0,0,0
2361,19,105013,24,A,0,0,0
2362,40,30411,12,B,0,0,0
2363,61,107231,60,B,0,0,0
2364,19,66156,60,B,0,0,0
2365,55,82744,93,B,0,0,0
2366,34,37771,86,A,1,0,0
2367,52,89810,1,B,0,0,0
2368,51,55053,43,A,0,0,0
2369,40,72076,55,A,0,0,0
2370,47,27045,40,B,1,0,1
2371,25,77623,64,A,0,0,0
2372,39,49714,34,B,0,1,0
2373,61,54386,34,A,0,0,0
2374,53,28562,48,B,0,0,0
2375,22,75048,33,A,0,0,0
2376,30,113295,68,A,0,0,0
2377,46,32026,30,B,0,0,1
2378,48,51589,84,A,0,0,1
2379,64,117274,90,B,0,0,0
2380,33,46844,79,B,0,0,0
2381,59,43447,71,A,0,0,0
2382,47,110415,71,B,1,0,0
2383,33,97502,29,B,0,0,0
2384,29,103268,23,B,0,0,0
2385,34,74708,34,B,0,0,1
2386,33,83925,84,A,0,0,0
2387,29,90825,15,A,0,0,0
2388,25,71574,97,A,0,0,0
2389,37,105548,53,B,0,0,0
2390,20,38812,17,A,0,0,0
2391,33,75309,64,A,0,0,0
2392,47,84230,84,A,0,0,0
2393,62,61628,61,B,0,0,1
2394,40,60581,57,A,0,0,0
2395,45,66628,77,B,0,0,0
2396,57,108628,88,A,0,0,0
2397,22,45105,37,A,0,0,0
2398,37,99830,7,B,0,0,0
2399,57,89157,8,A,0,0,1
2400,61,52442,87,B,0,1,0
2401,18,107235,78,B,0,1,0
2402,47,22347,68,A,0,0,0
2403,38,115022,21,B,0,0,0
2404,37,67650,61,B,0,0,0
2405,23,37110,74,B,0,0,0
2406,39,82170,86,B,0,0,0
2407,35,24923,94,A,0,0,1
2408,25,71801,94,B,0,0,0
2409,56,82771,80,B,1,0,0
2410,49,101147,75,A,0,0,0
2411,50,68135,86,A,0,0,0
2412,33,39199,29,A,0,0,0
2413,29,29066,25,B,0,0,0
2414,55,72136,58,B,0,0,0
2415,51,112290,14,B,0,0,0
2416,31,56575,78,B,0,0,0
2417,53,109796,66,A,0,0,0
2418,50,66733,54,A,0,0,1
2419,40,36991,77,B,1,0,0
2420,62,42553,67,B,0,0,0
2421,19,109710,30,B,0,0,0
2422,58,107493,18,B,0,0,0
2423,38,20634,54,A,0,1,0
2424,19,115417,21,A,0,0,0
2425,44,32771,53,A,0,0,0
2426,26,38298,83,A,0,0,1
2427,18,99876,16,B,0,0,0
2428,28,118892,28,A,0,1,0
2429,20,55999,4,B,0,0,1
2430,40,91887,55,A,0,1,0
2431,43,79648,15,A,0,0,0
2432,21,82668,64,B,0,1,0
2433,35,89374,65,A,1,0,0
2434,23,87509,16,A,0,0,0
2435,52,95783,20,A,0,0,1
2436,39,64440,64,A,1,0,1
2437,60,51655,33,B,0,0,1
2438,32,63039,81,A,0,1,0
2439,39,75255,69,A,0,0,1
2440,54,92219,69,A,0,0,0
2441,59,74989,58,B,0,1,0
2442,29,31244,39,B,0,0,0
2443,64,114594,77,A,0,0,0
2444,59,78595,36,A,0,0,0
2445,55,59551,94,A,0,1,0
2446,35,83230,68,B,0,0,0
2447,62,48371,87,A,0,0,1
2448,52,89358,21,A,0,0,0
2449,47,48878,63,B,0,0,0
2450,41,56157,85,B,0,0,1
2451,59,25914,6,B,0,0,0
2452,47,103700,24,A,0,0,1
2453,31,47180,53,A,0,0,0
2454,23,23688,95,A,0,0,0
2455,20,100219,83,B,0,0,0
2456,33,98616,76,A,0,0,0
2457,24,116489,78,A,0,0,0
2458,31,29916,50,B,0,0,0
2459,26,76363,12,B,0,0,0
2460,32,115213,56,A,0,0,0
2461,38,47360,15,B,0,0,0
2462,52,57805,83,A,1,0,0
2463,19,33453,92,A,0,0,1
2464,44,42703,40,A,0,0,0
2465,19,79021,41,B,0,0,1
2466,52,94176,69,A,0,1,0
2467,35,114799,69,B,0,0,0
2468,31,118385,6,B,0,0,0
2469,37,101614,87,B,0,0,1
2470,35,108919,67,B,0,0,0
2471,27,101072,33,A,0,1,0
2472,42,27410,43,B,0,0,0
2473,19,101462,21,A,0,0,0
2474,42,68268,84,A,0,0,0
2475,50,54248,65,A,1,1,0
2476,53,51159,17,A,0,0,1
2477,48,62039,93,B,0,0,0
2478,31,67800,8,B,0,0,0
2479,18,60761,64,A,0,0,1
2480,63,114626,90,A,0,0,0
2481,33,106103,28,A,0,0,1
2482,63,63663,98,B,1,0,0
2483,20,100903,90,B,0,0,0
2484,52,60412,13,A,0,0,0
2485,58,55367,13,A,0,0,1
2486,23,25813,38,A,0,0,1
2487,42,79894,25,B,0,0,1
2488,30,71444,62,A,0,0,0
2489,51,54269,23,B,0,0,1
2490,25,81748,86,B,0,0,1
2491,38,61190,21,B,0,0,0
2492,51,60318,54,A,1,0,0
2493,21,57018,63,B,0,0,1
2494,42,59759,30,B,1,0,0
2495,32,36498,75,A,0,0,0
2496,21,45989,68,A,0,0,1
2497,62,45568,97,A,0,0,0
2498,29,86577,76,B,0,0,1
2499,49,50099,73,B,0,0,0
2500,49,109900,32,A,0,1,0
2501,45,60639,75,B,0,0,0
2502,30,43482,24,A,0,0,0
2503,48,89212,7,A,0,0,0
2504,31,75261,72,B,0,0,0
2505,37,107317,97,B,0,0,0
2506,35,50048,89,B,0,0,0
2507,46,23065,1,B,0,0,1
2508,23,22036,3,A,0,0,0
2509,49,55814,28,A,0,0,0
2510,46,79694,43,B,0,0,0
2511,60,36924,97,B,0,0,0
2512,19,80204,46,B,0,0,0
2513,40,52844,1,A,0,0,0
2514,36,101943,38,A,0,0,1
2515,48,41518,91,B,0,0,0
2516,22,37059,35,A,0,0,1
2517,36,43052,74,A,0,0,1
2518,51,89803,76,A,0,0,0
2519,27,91524,74,A,1,0,0
2520,42,113510,54,B,0,0,1
2521,19,109572,98,B,0,0,1
2522,28,28680,24,B,0,0,0
2523,48,87021,28,B,1,0,0
2524,32,100249,22,A,0,0,0
2525,26,40043,16,B,0,0,0
2526,40,22419,13,B,0,0,1
2527,36,76892,62,B,0,0,1
2528,26,37140,43,B,0,0,0
2529,52,63484,87,B,0,0,0
2530,38,83869,78,A,0,0,1
2531,26,65210,32,B,0,1,0
2532,45,77600,67,A,0,0,0
2533,63,98497,91,A,0,0,0
2534,24,26487,83,A,0,1,0
2535,33,80692,86,A,0,0,0
2536,33,82112,57,A,0,0,0
2537,50,51110,65,A,0,1,0
2538,21,36360,69,B,0,0,1
2539,21,69410,49,A,0,0,1
2540,56,110418,33,B,0,0,0
2541,57,103038,19,A,0,0,0
2542,34,93167,36,A,0,0,0
2543,54,23017,70,A,0,0,0
2544,56,106261,15,B,0,0,0
2545,46,80124,97,A,0,0,0
2546,53,110298,24,A,0,0,1
2547,55,70949,27,B,0,0,1
2548,56,78268,49,A,0,0,1
2549,54,86320,75,A,0,0,0
2550,52,113556,23,A,0,0,0
2551,24,101301,33,B,0,0,0
2552,44,51127,41,A,0,0,0
2553,45,23196,56,A,0,0,0
2554,39,95088,29,B,1,1,0
2555,31,61300,31,B,0,0,0
2556,24,69714,65,A,0,1,0
2557,54,51921,98,A,1,0,1
2558,39,24746,18,A,0,0,0
2559,22,88535,82,A,0,0,0
2560,19,85350,6,B,0,0,0
2561,44,70345,52,B,0,0,0
2562,38,69220,40,B,0,0,0
2563,55,101131,65,A,0,1,0
2564,32,42063,42,B,0,0,0
2565,38,91736,94,B,0,0,0
2566,27,108913,68,A,0,0,0
2567,40,98946,32,A,0,0,0
2568,56,65971,10,A,0,0,0
2569,22,23598,69,A,0,0,1
2570,18,30564,9,A,0,0,0
2571,30,116434,69,A,0,0,0
2572,38,69725,61,B,0,0,0
2573,43,106134,11,A,0,0,0
2574,62,79940,99,A,0,0,1
2575,38,82085,91,B,0,0,0
2576,35,37862,68,B,0,0,1
2577,54,30265,74,B,0,1,0
2578,62,29705,97,B,0,0,0
2579,49,75279,8,B,0,0,0
2580,53,82471,49,A,0,0,0
2581,34,111080,24,A,0,0,0
2582,52,99834,33,B,0,0,0
2583,28,82979,19,B,1,0,1
2584,38,75828,2,B,0,0,0
2585,43,118206,55,B,0,0,0
2586,21,66104,11,A,0,0,0
2587,51,60934,99,B,1,1,0
2588,35,26050,17,B,0,0,0
2589,57,63952,42,A,0,0,1
2590,52,106570,61,A,0,0,0
2591,58,28484,3,A,0,0,1
2592,46,82648,86,B,0,0,1
2593,46,79945,35,B,0,0,0
2594,55,73678,85,A,0,0,0
2595,59,51323,89,B,0,0,1
2596,38,106332,66,B,0,1,0
2597,59,114605,1,A,0,0,0
2598,30,107363,7,A,0,0,1
2599,58,55361,20,A,0,0,0
2600,34,30315,43,B,0,0,0
2601,26,67968,6,A,0,0,0
2602,58,46519,55,B,0,1,1
2603,18,29107,21,B,0,1,0
2604,19,75781,51,B,0,0,0
2605,46,23869,46,A,0,0,0
2606,50,100983,35,A,0,1,1
2607,27,47370,8,A,0,0,0
2608,57,82695,68,B,0,0,0
2609,38,80422,16,A,1,0,0
2610,45,27971,67,A,0,0,0
2611,28,116805,71,B,0,1,0
2612,51,45651,64,B,0,0,1
2613,25,76974,2,A,0,0,0
2614,39,43446,1,A,0,0,1
2615,25,58108,58,B,0,1,0
2616,32,95179,1,B,0,0,0
2617,34,23823,7,B,0,0,0
2618,40,33454,88,A,0,0,0
2619,41,23932,69,A,0,0,0
2620,62,30220,85,B,0,0,0
2621,36,94090,92,A,0,0,1
2622,22,87965,18,A,0,0,0
2623,49,48208,88,A,0,0,1
2624,61,92980,32,B,0,0,1
2625,18,30510,45,A,0,0,0
2626,40,64045,33,B,0,0,1
2627,54,30537,74,A,0,0,0
2628,25,92683,73,B,0,0,0
2629,30,89134,49,B,0,0,1
2630,25,92254,33,A,0,0,0
2631,40,33782,97,A,0,0,0
2632,60,85587,71,B,1,0,0
2633,18,102238,68,B,0,0,0
2634,62,95720,28,A,0,0,0
2635,41,98004,87,B,0,0,0
2636,52,42072,53,B,0,0,0
2637,41,101015,96,A,0,0,1
2638,34,114003,44,A,0,0,1
2639,22,108938,80,A,0,0,0
2640,37,92746,55,A,0,0,0
2641,38,65702,10,B,0,0,0
2642,57,26057,14,A,0,0,1
2643,48,50916,36,A,0,0,0
2644,63,47268,34,A,0,0,0
2645,53,63978,88,A,0,0,1
2646,28,43259,18,B,0,0,0
2647,32,73583,16,B,0,0,0
2648,36,99400,37,A,0,1,0
2649,24,54293,41,A,0,1,1
2650,45,27043,25,A,0,0,0
2651,60,70430,8,A,0,0,0
2652,22,58893,88,B,0,0,1
2653,22,60642,84,B,0,0,1
2654,47,98065,94,B,0,0,0
2655,49,50868,84,B,0,0,0
2656,25,46309,18,A,0,0,0
2657,27,43284,68,B,0,0,0
2658,55,89000,48,B,0,0,0
2659,64,104179,70,A,0,0,0
2660,49,82107,67,B,0,1,0
2661,45,85049,18,B,1,1,0
2662,34,49265,18,B,0,0,0
2663,48,101490,56,A,0,1,0
2664,25,43880,23,A,0,0,1
2665,57,104579,35,A,0,0,0
2666,42,20255,6,A,0,0,0
2667,26,21502,26,B,0,0,0
2668,19,90192,85,B,0,0,0
2669,32,85424,61,A,0,0,0
2670,20,95838,88,A,0,0,0
2671,53,90966,15,A,0,0,0
2672,21,61366,91,B,0,0,0
2673,31,47425,32,B,0,0,0
2674,58,72328,12,A,0,0,0
2675,58,87396,5,A,0,0,0
2676,42,91694,64,A,0,0,0
2677,27,25806,71,A,0,0,0
2678,38,106274,86,A,0,0,0
2679,53,37106,27,A,0,1,0
2680,29,76731,79,A,0,0,0
2681,44,95010,45,A,0,0,0
2682,57,102533,35,B,0,1,0
2683,19,52599,26,A,0,0,0
2684,30,91326,23,B,0,0,1
2685,49,95706,13,A,0,0,0
2686,48,29004,90,B,0,0,1
2687,33,71364,3,A,0,0,1
2688,49,45792,29,A,1,0,0
2689,49,115752,66,B,0,0,0
2690,51,84912,64,A,1,0,0
2691,28,74645,28,B,0,0,0
2692,27,27232,87,B,0,0,0
2693,32,98210,36,B,0,0,0
2694,34,74766,6,A,0,0,0
2695,57,101588,11,B,0,0,0
2696,35,68542,38,A,0,0,1
2697,26,25913,34,B,0,0,0
2698,42,113449,81,A,0,0,1
2699,57,30567,67,B,0,0,0
2700,31,58379,46,B,0,0,0
2701,42,94968,98,A,0,0,1
2702,39,20319,86,A,0,1,0
2703,47,110005,29,A,0,0,0
2704,37,112026,60,A,0,0,0
2705,38,106120,54,A,0,0,1
2706,61,24791,93,A,0,0,1
2707,49,117272,69,A,0,0,0
2708,63,20329,74,A,0,0,0
2709,38,94387,74,A,0,0,0
2710,52,81032,9,B,0,0,1
2711,49,64078,85,B,0,0,0
2712,47,108662,77,B,0,0,1
2713,56,41300,10,B,0,0,0
2714,29,95700,75,A,0,0,1
2715,58,70945,68,B,1,0,0
2716,64,75609,58,B,0,0,0
2717,35,80562,95,B,0,0,0
2718,38,110045,52,A,0,0,0
2719,30,81901,34,A,0,0,0
2720,38,25703,35,B,0,0,1
2721,25,112645,33,B,0,0,1
2722,63,83115,72,B,1,0,0
2723,57,108090,32,A,0,0,0
2724,63,47676,55,B,0,0,0
2725,24,81710,97,B,0,0,0
2726,40,80077,8,A,0,0,0
2727,61,109340,46,B,0,0,0
2728,49,65440,14,B,0,0,0
2729,28,56923,98,B,0,0,0
2730,39,49802,8,B,0,0,0
2731,39,110331,71,B,0,0,0
2732,60,82904,77,B,0,0,0
2733,42,80162,54,B,0,0,0
2734,39,85169,21,B,0,0,0
2735,45,88147,96,A,0,1,1
2736,46,42075,75,B,0,0,0
2737,30,102015,14,B,0,0,1
2738,35,94716,75,B,0,1,0
2739,19,29304,2,A,0,0,0
2740,46,79622,98,B,0,0,0
2741,38,74215,61,A,0,0,1
2742,32,100146,17,B,0,0,1
2743,44,93973,78,A,0,0,0
2744,48,32521,89,A,0,0,0
2745,32,44028,48,A,0,0,0
2746,40,59328,91,B,0,0,1
2747,41,47301,8,B,0,0,0
2748,61,58015,56,A,0,0,1
2749,30,107276,17,B,0,0,0
2750,39,56845,69,A,0,0,0
2751,60,106818,12,B,0,0,0
2752,54,96394,38,B,0,0,0
2753,50,64159,18,A,0,0,0
2754,20,63714,26,A,0,0,1
2755,36,100722,95,B,0,0,1
2756,40,119721,37,A,0,1,0
2757,46,116730,70,A,0,0,0
2758,47,45230,41,B,0,0,0
2759,56,112554,79,A,0,0,0
2760,61,69262,42,B,0,0,1
2761,64,110201,90,B,0,0,0
2762,42,61722,76,A,0,0,0
2763,54,66359,41,A,0,0,0
2764,64,82796,47,A,0,0,0
2765,25,60159,14,B,0,0,0
2766,59,107052,1,A,1,0,0
2767,33,110209,17,B,0,0,0
2768,25,25239,97,A,0,0,0
2769,18,111951,55,A,0,0,0
2770,61,70886,93,B,0,0,0
2771,22,47195,53,A,0,0,0
2772,20,114859,31,A,0,0,0
2773,18,116299,62,B,0,0,1
2774,21,54674,8,A,0,0,0
2775,57,38105,30,A,0,0,0
2776,52,49739,77,B,0,0,0
2777,49,51969,80,A,0,0,0
2778,59,34497,66,A,0,0,0
2779,51,21816,45,B,0,0,0
2780,60,112019,18,A,1,0,1
2781,42,79254,99,A,0,0,0
2782,27,107695,45,A,0,0,0
2783,38,89385,19,B,0,1,0
2784,63,107148,77,A,0,0,1
2785,56,53826,68,B,0,0,0
2786,44,83365,83,A,0,0,1
2787,44,104242,50,A,0,0,0
2788,19,70100,25,A,1,0,1
2789,58,110099,38,A,0,0,0
2790,30,24359,95,A,0,0,0
2791,26,116205,36,A,0,0,1
2792,53,32809,68,A,0,0,0
2793,39,84450,56,A,0,1,0
2794,59,58428,39,A,0,0,1
2795,43,114990,63,B,0,0,0
2796,29,92790,7,A,0,0,0
2797,34,110321,58,B,0,0,0
2798,31,22093,80,B,0,0,0
2799,31,64498,59,A,0,0,0
2800,51,60985,48,B,0,0,0
2801,37,52009,5,B,0,0,1
2802,28,102094,87,B,0,1,1
2803,33,37718,36,B,0,0,0
2804,48,36705,96,A,0,0,0
2805,23,107618,88,B,0,0,0
2806,36,82598,25,A,0,0,1
2807,54,97878,45,B,0,0,1
2808,21,32239,92,B,0,0,0
2809,64,66622,19,B,0,0,1
2810,21,66665,7,A,0,0,0
2811,37,52274,58,A,0,0,0
2812,27,31419,81,A,0,0,0
2813,41,35003,66,A,0,0,0
2814,52,50866,80,B,0,0,0
2815,43,41988,39,A,0,1,0
2816,54,75894,18,B,0,0,0
2817,55,110444,1,A,0,0,0
2818,38,25674,63,B,0,0,0
2819,57,90538,3,B,0,0,0
2820,56,113103,21,A,0,0,1
2821,38,86446,30,B,0,0,1
2822,27,49072,11,B,1,0,0
2823,55,53717,22,B,0,0,0
2824,63,107345,57,B,0,0,0
2825,21,46651,89,B,0,0,0
2826,62,64291,3,A,0,0,0
2827,37,83350,30,A,0,0,0
2828,34,102020,88,B,0,0,0
2829,24,24646,45,B,0,0,0
2830,21,59713,36,A,0,0,0
2831,46,87936,87,A,0,0,0
2832,31,64331,72,A,0,0,0
2833,20,42185,64,B,0,0,1
2834,41,104263,54,B,0,0,0
2835,54,118656,68,A,0,0,0
2836,33,72107,50,A,0,0,0
2837,21,86554,31,A,0,1,0
2838,41,37563,29,B,0,0,0
2839,51,90729,59,B,0,0,0
2840,47,35701,36,B,0,0,0
2841,35,89072,77,A,0,0,1
2842,36,68217,73,B,0,0,0
2843,48,64610,85,A,0,0,0
2844,36,104422,67,A,0,0,0
2845,63,70131,89,A,0,1,0
2846,36,49410,89,B,0,0,0
2847,39,119280,76,B,0,0,0
2848,41,78715,93,B,0,0,0
2849,62,58665,11,B,0,0,0
2850,29,35957,11,B,0,1,0
2851,47,68127,26,B,0,0,0
2852,55,83589,53,A,0,0,1
2853,48,66008,14,A,0,0,0
2854,53,81920,64,B,0,1,0
2855,36,52875,80,B,0,0,0
2856,62,21626,10,B,0,0,0
2857,53,110815,31,A,0,0,0
2858,47,83822,95,B,0,0,0
2859,50,91765,36,A,0,0,0
2860,35,92413,10,B,0,0,0
2861,45,53642,26,A,0,0,0
2862,64,58311,20,A,0,1,1
2863,28,52356,44,B,0,0,0
2864,62,23809,62,A,0,0,0
2865,50,63371,73,A,0,0,0
2866,34,54875,79,A,0,1,0
2867,23,29465,9,A,0,0,0
2868,21,86095,71,B,0,0,0
2869,37,93844,90,A,0,1,1
2870,64,85250,24,A,0,1,0
2871,44,106889,12,A,0,0,1
2872,32,35250,60,B,0,1,0
2873,23,66023,84,B,0,0,0
2874,64,66624,78,A,0,0,0
2875,31,36427,86,B,0,0,0
2876,28,53276,16,B,0,0,1
2877,56,91643,29,B,0,0,0
2878,26,99012,32,B,0,0,0
2879,43,23439,83,B,0,0,0
2880,33,105848,35,B,0,0,1
2881,22,107331,43,B,0,0,0
2882,27,98672,96,A,0,0,0
2883,20,99703,53,A,0,1,1
2884,30,37300,20,A,0,0,0
2885,60,80289,84,B,0,0,0
2886,47,37182,8,A,0,0,0
2887,62,90507,99,B,0,1,0
2888,23,70912,42,B,0,0,1
2889,34,46909,77,A,0,1,0
2890,62,39659,70,A,0,0,1
2891,36,51403,16,A,1,0,1
2892,59,53586,69,A,0,0,0
2893,52,30360,53,B,0,0,0
2894,63,41424,45,A,0,0,1
2895,43,118035,51,A,0,0,0
2896,22,68791,98,B,0,0,1
2897,46,23065,6,B,0,0,0
2898,54,88795,33,B,0,0,1
2899,37,32300,79,B,0,0,1
2900,38,53370,15,B,0,0,1
2901,27,89831,14,A,0,0,0
2902,22,47209,39,A,0,0,0
2903,53,40927,63,B,0,0,0
2904,23,54579,5,A,0,0,0
2905,43,29032,90,B,0,0,0
2906,21,113254,81,A,0,0,1
2907,56,98413,52,A,0,0,0
2908,56,60731,16,A,0,0,0
2909,52,112202,99,A,0,0,1
2910,18,73767,38,A,0,0,0
2911,41,92302,53,B,0,0,1
2912,53,69954,87,A,0,0,1
2913,23,108365,77,A,0,1,0
2914,58,105757,97,A,0,0,0
2915,63,45102,93,A,0,0,1
2916,61,54433,53,B,0,0,0
2917,48,35932,46,B,0,0,0
2918,37,45714,98,B,0,0,1
2919,41,77803,98,A,0,1,0
2920,42,59743,91,B,0,0,0
2921,53,22552,15,B,0,0,0
2922,38,76627,59,B,0,0,0
2923,47,65987,50,B,0,0,0
2924,41,99810,9,A,0,0,1
2925,61,65380,26,A,0,1,0
2926,59,49250,3,A,0,0,1
2927,47,88344,47,A,0,0,0
2928,39,84686,5,B,0,0,0
2929,45,65028,62,A,0,1,1
2930,24,35295,84,A,0,0,0
2931,52,75248,84,A,0,0,0
2932,45,100205,5,B,0,0,0
2933,31,30523,10,B,0,0,0
2934,27,65530,80,B,0,0,0
2935,33,33769,63,A,0,1,0
2936,33,83042,25,A,0,0,0
2937,48,64645,44,A,0,0,0
2938,59,110743,25,A,0,0,1
2939,42,82142,30,B,0,0,0
2940,30,45557,14,A,0,0,1
2941,23,99782,86,B,0,0,0
2942,61,98382,43,B,0,0,1
2943,26,57085,28,A,0,0,0
2944,62,70708,94,B,0,0,0
2945,53,71357,19,A,0,0,0
2946,60,33470,42,A,0,0,0
2947,37,98712,20,A,0,0,1
2948,35,99082,99,A,0,0,0
2949,60,26805,86,B,0,0,0
2950,38,102324,79,B,0,0,1
2951,21,114884,11,A,0,0,0
2952,50,82028,54,B,0,0,0
2953,44,70772,98,B,0,0,0
2954,24,72104,24,B,0,0,0
2955,23,93616,70,A,0,0,0
2956,32,109300,17,A,0,1,1
2957,35,26630,28,A,0,0,0
2958,49,118869,50,B,0,0,0
2959,28,35701,95,A,0,0,1
2960,37,34859,55,A,0,0,1
2961,41,41183,73,A,0,0,0
2962,32,60438,10,A,0,0,0
2963,24,117285,21,A,0,0,0
2964,38,117423,58,A,0,0,1
2965,59,62244,34,B,0,1,0
2966,43,94312,95,A,0,0,0
2967,61,35021,93,B,0,0,1
2968,31,89863,43,A,0,0,0
2969,54,75565,11,B,0,0,1
2970,38,68043,33,B,0,0,1
2971,35,93150,58,B,0,0,1
2972,22,84361,46,A,0,0,1
2973,20,21245,61,A,0,0,0
2974,40,61011,62,B,0,0,0
2975,43,30355,1,B,0,0,0
2976,54,118841,21,A,0,0,1
2977,41,68692,62,A,0,0,1
2978,36,69004,64,A,0,0,0
2979,42,49714,87,B,0,0,0
2980,38,37198,73,B,0,0,0
2981,29,86951,56,B,0,0,0
2982,58,21652,1,B,0,0,0
2983,50,63625,21,B,0,0,0
2984,21,105982,22,A,0,0,0
2985,59,38740,54,B,0,0,0
2986,24,23810,4,B,0,0,0
2987,39,36569,65,A,0,0,1
2988,50,119855,51,A,0,0,0
2989,34,99120,74,A,0,0,0
2990,41,46783,63,B,0,0,0
2991,51,119065,15,A,0,0,0
2992,45,98047,36,B,0,1,1
2993,60,29471,29,A,0,0,0
2994,58,26163,52,B,0,0,0
2995,56,83087,46,B,0,0,0
2996,39,82071,69,A,0,0,0
2997,34,36065,29,B,0,0,0
2998,51,103456,47,A,0,0,0
2999,23,68348,91,B,0,1,0
3000,63,39154,25,B,0,0,0
3001,23,40229,80,B,0,0,0
3002,51,72587,16,A,0,1,0
3003,18,69713,89,B,0,0,1
3004,27,46997,41,A,0,0,1
3005,38,41101,65,B,0,0,0
3006,22,60391,69,B,0,0,0
3007,19,95863,20,A,0,0,0
3008,39,92723,69,A,0,0,0
3009,19,115221,36,B,0,0,1
3010,27,79405,93,B,0,0,0
3011,51,54948,98,B,0,0,1
3012,33,73031,58,B,0,0,1
3013,56,57921,48,B,0,0,0
3014,39,92571,82,B,0,0,0
3015,29,97007,2,A,0,0,1
3016,41,48460,80,B,0,0,0
3017,64,41071,29,A,0,0,0
3018,57,86118,97,B,0,0,0
3019,55,68282,16,B,0,0,0
3020,27,111725,35,A,0,0,1
3021,52,78445,62,B,0,0,0
3022,49,101067,81,B,0,0,0
3023,24,102208,4,A,0,0,0
3024,38,74816,68,B,0,1,1
3025,37,105779,51,A,0,0,1
3026,43,23060,89,B,0,0,0
3027,21,33731,33,B,0,0,0
3028,63,97830,78,A,0,0,0
3029,39,40719,24,A,0,0,0
3030,32,67042,75,B,0,0,1
3031,57,69116,25,A,0,1,1
3032,38,46325,28,A,0,0,1
3033,32,42597,7,A,0,0,0
3034,39,87439,36,B,0,0,1
3035,45,34551,10,A,0,0,0
3036,31,113287,36,A,0,0,0
3037,44,44278,95,A,0,0,1
3038,58,111189,83,A,0,0,0
3039,57,35141,18,A,0,0,0
3040,45,87913,6,B,0,0,0
3041,43,53615,92,B,0,0,0
3042,19,82751,7,B,0,0,0
3043,42,47452,12,B,0,0,0
3044,20,42725,41,B,1,0,0
3045,25,70391,63,A,0,0,0
3046,61,95060,98,A,0,0,0
3047,50,31698,25,B,0,0,0
3048,59,106711,81,A,0,1,0
